S.N.,Broker No.,Broker Name,Buy Amount (Rs.),Sell Amount (Rs.),Total Amount (Rs.),Matching Amount (Rs.),Date
21,47,Neev Securities Pvt.Ltd,"5,019,599.00","4,935,801.00","9,955,400.00","86,996.00",1/23/2017
5,48,Trishakti Securities Public Limited,"8,235,884.00","10,739,834.00","18,975,718.00","285,620.00",1/23/2017
6,49,Online Securities Limited,"8,990,058.00","7,392,872.00","16,382,930.00","2,878,212.00",1/23/2017
42,5,Market Securities Exchange Company Pvt. Limited,"3,271,317.00","1,734,282.00","5,005,599.00","1,014,800.00",1/23/2017
17,50,Crystal Kanchenjunga Securities Pvt.Ltd,"4,973,711.00","6,789,359.00","11,763,070.00","980,600.00",1/23/2017
48,51,Oxford Securities Pvt.Ltd,"1,305,233.00","1,199,319.00","2,504,552.00",0,1/23/2017
27,52,Sundhara Securities Limited,"6,639,599.00","2,396,432.00","9,036,031.00","1,369,100.00",1/23/2017
20,53,Investment Management Nepal Pvt. Ltd.,"5,448,703.00","4,657,617.00","10,106,320.00","1,087,460.00",1/23/2017
41,54,Sewa Securities Pvt. Ltd.,"1,657,754.00","3,506,023.00","5,163,777.00",0,1/23/2017
26,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"6,931,328.00","2,187,665.00","9,118,993.00",0,1/23/2017
13,56,Sri Hari Securities Pvt.Ltd,"8,530,029.00","5,054,390.00","13,584,419.00","2,426,696.00",1/23/2017
25,57,Arya Tara Investment And Securities Pvt. Ltd.,"4,532,640.00","4,698,939.00","9,231,579.00","223,440.00",1/23/2017
50,58,Naasa Securities Co. Ltd.,0,0,0,0,1/23/2017
2,59,Deevyaa Securities & Stock House Pvt. Ltd,"64,093,296.00","5,403,672.00","69,496,968.00","147,200.00",1/23/2017
11,6,Agrawal Securities Pvt. Limited,"7,615,714.00","6,214,758.50","13,830,472.50","602,064.00",1/23/2017
36,7,J.F. Securities Company Pvt. Limited,"4,001,967.00","3,127,812.00","7,129,779.00","686,000.00",1/23/2017
9,8,Ashutosh Brokerage & Securities Pvt. Limited,"7,002,612.00","7,034,630.00","14,037,242.00","1,056,200.00",1/23/2017
32,1,Kumari Securities Pvt. Limited,"5,094,817.00","2,685,523.00","7,780,340.00",0,1/24/2017
17,10,Pragyan Securities Pvt. Limited,"9,195,132.00","5,731,449.00","14,926,581.00","715,000.00",1/24/2017
5,11,Malla & Malla Stock Broking Company Pvt. Limited,"6,939,471.00","19,781,634.00","26,721,105.00","1,226,040.00",1/24/2017
21,13,Thrive Brokerage House Pvt. Limited,"7,156,904.00","4,538,385.00","11,695,289.00","814,000.00",1/24/2017
11,14,Nepal Stock House Pvt. Limited,"11,416,264.00","9,968,223.00","21,384,487.00","421,152.00",1/24/2017
14,16,Primo Securities Pvt. Limited,"5,661,679.00","12,086,989.00","17,748,668.00","1,552,448.00",1/24/2017
4,17,ABC Securities Pvt. Limited,"5,228,623.00","28,406,892.50","33,635,515.50","3,977,752.00",1/24/2017
48,18,Sagarmatha Securities Pvt. Limited,"1,950,097.00","1,707,285.00","3,657,382.00","1,960,170.00",1/24/2017
18,19,Nepal Investment & Securities Trading Pvt. Limited,"8,066,229.00","5,753,553.00","13,819,782.00","339,020.00",1/24/2017
44,20,Sipla Securities Pvt. Limited,"2,118,585.00","3,391,374.00","5,509,959.00",0,1/24/2017
40,21,Midas Stock Broking Company Pvt. Limited,"3,092,097.00","3,394,353.00","6,486,450.00",0,1/24/2017
35,22,Siprabi Securities Pvt. Limited,"3,382,064.00","4,262,671.00","7,644,735.00","314,654.00",1/24/2017
16,25,Sweta Securities Pvt. Limited,"8,409,959.00","7,045,969.00","15,455,928.00","3,984,944.00",1/24/2017
36,26,Asian Securities Pvt. Limited,"3,798,812.00","3,351,769.00","7,150,581.00","1,177,110.00",1/24/2017
13,28,Shree Krishna Securities Limited,"4,375,053.00","13,653,290.00","18,028,343.00","170,560.00",1/24/2017
27,29,Trishul Securities And Investment Limited,"6,624,339.00","2,610,694.00","9,235,033.00","242,672.00",1/24/2017
50,3,Arun Securities Pvt. Limited,"833,077.00",0,"833,077.00",0,1/24/2017
23,32,Premier Securites Company Limited,"4,487,035.00","6,473,466.00","10,960,501.00","1,071,008.00",1/24/2017
24,33,Dakshinkali Investment Securities Pvt.Limited,"4,088,849.00","6,093,868.00","10,182,717.00",0,1/24/2017
9,34,Vision Securities Pvt.Limited,"16,279,672.62","6,185,829.00","22,465,501.62","4,986,072.00",1/24/2017
37,35,Kohinoor Investment and Securities Pvt.Ltd,"6,166,105.00","845,423.00","7,011,528.00","48,672.00",1/24/2017
42,36,Secured Securities Limited,"3,303,775.50","2,749,375.00","6,053,150.50",0,1/24/2017
31,37,Swarnalaxmi Securities Pvt.Limited,"5,240,879.00","2,610,010.00","7,850,889.00","291,040.00",1/24/2017
22,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"6,414,134.00","5,051,053.00","11,465,187.00","3,007,588.00",1/24/2017
43,39,Sumeru Securities Pvt.Limited,"4,426,764.00","1,403,488.00","5,830,252.00","160,000.00",1/24/2017
49,4,Stock Broker Opal Securities Investment Pvt. Limited,"588,290.00","406,948.00","995,238.00",0,1/24/2017
19,40,Creative Securities Pvt.Limited,"3,187,140.00","8,895,074.00","12,082,214.00","415,520.00",1/24/2017
20,41,Linch Stock Market Limited,"11,319,877.00","752,647.00","12,072,524.00","287,600.00",1/24/2017
28,42,Sani Securities Company Limited,"6,299,713.00","2,665,064.00","8,964,777.00","367,220.00",1/24/2017
39,43,South Asian Bulls Pvt.Limited,"4,267,142.00","2,637,106.00","6,904,248.00",0,1/24/2017
15,44,Dynamic Money Managers Securities Pvt.Ltd,"3,218,391.00","13,821,745.00","17,040,136.00","814,500.00",1/24/2017
1,45,Imperial Securities Co .Pvt.Limited,"14,637,114.00","110,610,775.00","125,247,889.00","2,684,780.00",1/24/2017
45,46,Kalika Securities Pvt.Limited,"3,306,831.00","1,477,649.00","4,784,480.00",0,1/24/2017
25,47,Neev Securities Pvt.Ltd,"6,486,934.00","3,684,221.62","10,171,155.62","221,906.00",1/24/2017
7,48,Trishakti Securities Public Limited,"9,581,504.00","13,762,892.00","23,344,396.00","565,640.00",1/24/2017
3,49,Online Securities Limited,"34,810,853.65","37,471,234.65","72,282,088.30","45,789,097.30",1/24/2017
38,5,Market Securities Exchange Company Pvt. Limited,"4,952,782.00","1,992,647.00","6,945,429.00","1,350,526.00",1/24/2017
47,50,Crystal Kanchenjunga Securities Pvt.Ltd,"2,748,439.00","1,807,520.00","4,555,959.00","327,912.00",1/24/2017
46,51,Oxford Securities Pvt.Ltd,"1,269,400.00","3,478,424.00","4,747,824.00","382,120.00",1/24/2017
26,52,Sundhara Securities Limited,"6,661,119.00","3,268,225.00","9,929,344.00","780,392.00",1/24/2017
41,53,Investment Management Nepal Pvt. Ltd.,"4,230,080.00","2,213,120.00","6,443,200.00",0,1/24/2017
34,54,Sewa Securities Pvt. Ltd.,"3,717,755.00","4,058,266.00","7,776,021.00",0,1/24/2017
30,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"4,545,898.00","3,761,552.00","8,307,450.00",0,1/24/2017
10,56,Sri Hari Securities Pvt.Ltd,"14,201,149.00","7,932,750.00","22,133,899.00","2,483,996.00",1/24/2017
8,57,Arya Tara Investment And Securities Pvt. Ltd.,"6,900,148.00","16,303,747.00","23,203,895.00","2,534,830.00",1/24/2017
6,58,Naasa Securities Co. Ltd.,"10,449,183.00","14,621,080.00","25,070,263.00","4,558,828.00",1/24/2017
2,59,Deevyaa Securities & Stock House Pvt. Ltd,"110,426,236.00","3,498,824.00","113,925,060.00","280,082.00",1/24/2017
12,6,Agrawal Securities Pvt. Limited,"10,087,758.00","7,984,048.00","18,071,806.00","2,348,000.00",1/24/2017
29,7,J.F. Securities Company Pvt. Limited,"4,341,406.00","4,014,850.00","8,356,256.00","1,929,640.00",1/24/2017
33,8,Ashutosh Brokerage & Securities Pvt. Limited,"6,347,307.00","1,429,891.00","7,777,198.00","660,000.00",1/24/2017
15,1,Kumari Securities Pvt. Limited,"10,811,132.00","5,771,669.00","16,582,801.00","283,580.00",1/25/2017
13,10,Pragyan Securities Pvt. Limited,"7,647,237.17","11,085,221.00","18,732,458.17","2,042,690.00",1/25/2017
38,11,Malla & Malla Stock Broking Company Pvt. Limited,"5,616,148.00","2,192,741.22","7,808,889.22",0,1/25/2017
36,13,Thrive Brokerage House Pvt. Limited,"6,829,096.00","3,007,066.00","9,836,162.00","93,000.00",1/25/2017
20,14,Nepal Stock House Pvt. Limited,"8,085,787.00","6,383,094.00","14,468,881.00","1,850,100.00",1/25/2017
44,16,Primo Securities Pvt. Limited,"3,818,199.00","2,222,256.00","6,040,455.00","560,192.00",1/25/2017
4,17,ABC Securities Pvt. Limited,"9,763,532.00","29,744,241.76","39,507,773.76","2,179,300.00",1/25/2017
40,18,Sagarmatha Securities Pvt. Limited,"2,830,621.00","4,198,304.00","7,028,925.00",0,1/25/2017
31,19,Nepal Investment & Securities Trading Pvt. Limited,"6,396,848.00","4,157,240.00","10,554,088.00","46,714.00",1/25/2017
46,20,Sipla Securities Pvt. Limited,"1,690,154.00","3,513,833.00","5,203,987.00","90,000.00",1/25/2017
33,21,Midas Stock Broking Company Pvt. Limited,"5,534,343.00","4,799,337.00","10,333,680.00","119,100.00",1/25/2017
29,22,Siprabi Securities Pvt. Limited,"6,011,907.00","5,210,271.00","11,222,178.00","1,226,800.00",1/25/2017
25,25,Sweta Securities Pvt. Limited,"8,207,956.00","4,119,563.00","12,327,519.00","1,010,680.00",1/25/2017
32,26,Asian Securities Pvt. Limited,"3,879,162.80","6,669,996.00","10,549,158.80","311,678.00",1/25/2017
5,28,Shree Krishna Securities Limited,"6,957,686.00","23,455,976.00","30,413,662.00","1,065,200.00",1/25/2017
6,29,Trishul Securities And Investment Limited,"7,747,748.00","16,741,946.00","24,489,694.00","3,352,748.00",1/25/2017
49,3,Arun Securities Pvt. Limited,"1,002,730.00","853,054.00","1,855,784.00",0,1/25/2017
19,32,Premier Securites Company Limited,"6,251,101.00","9,103,338.00","15,354,439.00","1,162,306.00",1/25/2017
28,33,Dakshinkali Investment Securities Pvt.Limited,"5,984,541.00","5,245,680.00","11,230,221.00","32,120.00",1/25/2017
9,34,Vision Securities Pvt.Limited,"12,096,166.00","10,388,545.00","22,484,711.00","2,147,092.00",1/25/2017
26,35,Kohinoor Investment and Securities Pvt.Ltd,"5,926,641.00","5,930,727.00","11,857,368.00","3,134,064.00",1/25/2017
22,36,Secured Securities Limited,"7,386,598.00","6,180,257.00","13,566,855.00","281,200.00",1/25/2017
34,37,Swarnalaxmi Securities Pvt.Limited,"5,105,373.00","4,973,622.18","10,078,995.18","1,307,400.00",1/25/2017
12,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"7,371,512.00","12,342,984.00","19,714,496.00","794,064.00",1/25/2017
21,39,Sumeru Securities Pvt.Limited,"9,349,894.00","5,058,160.00","14,408,054.00",0,1/25/2017
50,4,Stock Broker Opal Securities Investment Pvt. Limited,"289,671.00","1,469,093.00","1,758,764.00","31,902.00",1/25/2017
45,40,Creative Securities Pvt.Limited,"3,733,437.00","2,072,238.00","5,805,675.00",0,1/25/2017
37,41,Linch Stock Market Limited,"7,594,287.00","1,347,150.00","8,941,437.00","343,240.00",1/25/2017
35,42,Sani Securities Company Limited,"5,889,796.00","4,107,672.00","9,997,468.00","1,881,804.00",1/25/2017
16,43,South Asian Bulls Pvt.Limited,"8,978,820.00","7,123,797.00","16,102,617.00","5,374,204.00",1/25/2017
10,44,Dynamic Money Managers Securities Pvt.Ltd,"11,781,998.00","9,417,253.00","21,199,251.00","4,517,000.00",1/25/2017
3,45,Imperial Securities Co .Pvt.Limited,"16,643,195.67","28,114,916.67","44,758,112.34","5,007,419.34",1/25/2017
47,46,Kalika Securities Pvt.Limited,"3,895,247.00","1,267,788.62","5,163,035.62",0,1/25/2017
23,47,Neev Securities Pvt.Ltd,"6,389,327.22","7,161,722.00","13,551,049.22","1,388,620.00",1/25/2017
8,48,Trishakti Securities Public Limited,"12,843,795.00","9,764,830.00","22,608,625.00","645,602.00",1/25/2017
2,49,Online Securities Limited,"13,418,909.00","39,436,807.00","52,855,716.00","13,739,860.00",1/25/2017
41,5,Market Securities Exchange Company Pvt. Limited,"3,692,634.00","3,022,059.00","6,714,693.00","36,088.00",1/25/2017
42,50,Crystal Kanchenjunga Securities Pvt.Ltd,"3,678,338.00","2,776,664.00","6,455,002.00","244,192.00",1/25/2017
48,51,Oxford Securities Pvt.Ltd,"1,941,590.00","945,112.80","2,886,702.80",0,1/25/2017
39,52,Sundhara Securities Limited,"5,367,347.80","1,892,428.80","7,259,776.60","802,569.60",1/25/2017
24,53,Investment Management Nepal Pvt. Ltd.,"9,564,273.00","2,905,180.00","12,469,453.00","399,000.00",1/25/2017
30,54,Sewa Securities Pvt. Ltd.,"3,922,783.00","7,222,731.00","11,145,514.00","921,836.00",1/25/2017
14,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"9,121,155.00","9,607,343.00","18,728,498.00","856,964.00",1/25/2017
7,56,Sri Hari Securities Pvt.Ltd,"14,795,014.00","9,297,277.00","24,092,291.00","1,104,112.00",1/25/2017
27,57,Arya Tara Investment And Securities Pvt. Ltd.,"8,926,556.00","2,634,699.00","11,561,255.00",0,1/25/2017
1,58,Naasa Securities Co. Ltd.,"36,160,369.18","16,835,240.00","52,995,609.18","12,806,740.00",1/25/2017
11,59,Deevyaa Securities & Stock House Pvt. Ltd,"17,054,063.00","3,715,846.00","20,769,909.00","473,248.00",1/25/2017
17,6,Agrawal Securities Pvt. Limited,"9,625,405.00","6,432,463.00","16,057,868.00","1,078,244.00",1/25/2017
43,7,J.F. Securities Company Pvt. Limited,"3,101,122.21","3,024,850.00","6,125,972.21",0,1/25/2017
18,8,Ashutosh Brokerage & Securities Pvt. Limited,"4,999,430.00","10,766,393.00","15,765,823.00",0,1/25/2017
17,1,Kumari Securities Pvt. Limited,"12,824,575.00","6,661,824.00","19,486,399.00","1,142,000.00",1/26/2017
41,10,Pragyan Securities Pvt. Limited,"7,082,759.00","2,364,906.00","9,447,665.00","235,200.00",1/26/2017
30,11,Malla & Malla Stock Broking Company Pvt. Limited,"6,714,947.00","6,089,190.00","12,804,137.00","327,476.00",1/26/2017
22,13,Thrive Brokerage House Pvt. Limited,"15,574,816.00","2,730,225.00","18,305,041.00","55,830.00",1/26/2017
24,14,Nepal Stock House Pvt. Limited,"9,680,385.16","5,261,202.00","14,941,587.16","246,496.00",1/26/2017
9,16,Primo Securities Pvt. Limited,"4,839,464.00","19,223,293.20","24,062,757.20","390,684.00",1/26/2017
4,17,ABC Securities Pvt. Limited,"12,220,316.00","37,595,943.00","49,816,259.00","3,592,024.00",1/26/2017
49,18,Sagarmatha Securities Pvt. Limited,"2,117,751.00","1,018,801.00","3,136,552.00",0,1/26/2017
18,19,Nepal Investment & Securities Trading Pvt. Limited,"10,652,774.00","8,553,130.00","19,205,904.00","506,660.00",1/26/2017
47,20,Sipla Securities Pvt. Limited,"4,489,714.00","650,332.00","5,140,046.00",0,1/26/2017
25,21,Midas Stock Broking Company Pvt. Limited,"10,311,522.00","4,507,333.00","14,818,855.00","1,938,600.00",1/26/2017
32,22,Siprabi Securities Pvt. Limited,"6,273,312.00","4,809,778.00","11,083,090.00","747,180.00",1/26/2017
10,25,Sweta Securities Pvt. Limited,"15,706,282.00","7,738,742.00","23,445,024.00","623,716.00",1/26/2017
21,26,Asian Securities Pvt. Limited,"4,648,388.00","13,702,638.00","18,351,026.00","91,776.00",1/26/2017
6,28,Shree Krishna Securities Limited,"17,020,396.00","11,338,109.60","28,358,505.60","2,967,884.00",1/26/2017
26,29,Trishul Securities And Investment Limited,"9,463,990.00","5,101,198.00","14,565,188.00","621,714.00",1/26/2017
50,3,Arun Securities Pvt. Limited,"811,918.00","1,792,881.56","2,604,799.56",0,1/26/2017
20,32,Premier Securites Company Limited,"9,771,592.60","8,656,350.00","18,427,942.60","450,850.00",1/26/2017
13,33,Dakshinkali Investment Securities Pvt.Limited,"7,861,666.00","13,502,406.00","21,364,072.00","859,000.00",1/26/2017
12,34,Vision Securities Pvt.Limited,"6,766,370.00","15,239,767.00","22,006,137.00","414,000.00",1/26/2017
16,35,Kohinoor Investment and Securities Pvt.Ltd,"14,141,553.00","6,306,343.00","20,447,896.00","144,300.00",1/26/2017
31,36,Secured Securities Limited,"4,931,781.00","7,577,468.00","12,509,249.00","152,580.00",1/26/2017
44,37,Swarnalaxmi Securities Pvt.Limited,"5,579,381.00","3,025,783.00","8,605,164.00",0,1/26/2017
14,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"10,172,894.00","10,740,310.00","20,913,204.00","754,160.00",1/26/2017
34,39,Sumeru Securities Pvt.Limited,"6,281,532.00","4,174,825.60","10,456,357.60","130,000.00",1/26/2017
48,4,Stock Broker Opal Securities Investment Pvt. Limited,"2,259,461.00","2,102,152.00","4,361,613.00",0,1/26/2017
23,40,Creative Securities Pvt.Limited,"10,569,074.00","5,306,898.00","15,875,972.00","115,968.00",1/26/2017
7,41,Linch Stock Market Limited,"12,723,345.00","13,206,960.00","25,930,305.00","1,457,202.00",1/26/2017
43,42,Sani Securities Company Limited,"6,245,385.00","2,594,580.00","8,839,965.00","365,088.00",1/26/2017
37,43,South Asian Bulls Pvt.Limited,"5,203,314.00","5,029,755.00","10,233,069.00","307,000.00",1/26/2017
15,44,Dynamic Money Managers Securities Pvt.Ltd,"17,298,689.00","3,284,820.00","20,583,509.00","2,190,000.00",1/26/2017
2,45,Imperial Securities Co .Pvt.Limited,"19,389,234.00","137,699,472.00","157,088,706.00","2,929,632.00",1/26/2017
45,46,Kalika Securities Pvt.Limited,"2,726,634.00","5,639,491.00","8,366,125.00",0,1/26/2017
19,47,Neev Securities Pvt.Ltd,"7,856,472.00","11,016,856.00","18,873,328.00","851,200.00",1/26/2017
11,48,Trishakti Securities Public Limited,"11,101,051.00","11,441,440.00","22,542,491.00","259,426.00",1/26/2017
5,49,Online Securities Limited,"15,195,959.00","22,324,675.00","37,520,634.00","13,202,420.00",1/26/2017
40,5,Market Securities Exchange Company Pvt. Limited,"6,396,504.00","3,060,550.00","9,457,054.00","589,120.00",1/26/2017
42,50,Crystal Kanchenjunga Securities Pvt.Ltd,"6,603,884.00","2,487,522.00","9,091,406.00",0,1/26/2017
46,51,Oxford Securities Pvt.Ltd,"7,065,863.00","1,066,987.00","8,132,850.00",0,1/26/2017
38,52,Sundhara Securities Limited,"3,321,794.00","6,849,697.00","10,171,491.00","115,344.00",1/26/2017
39,53,Investment Management Nepal Pvt. Ltd.,"7,907,007.00","2,116,835.00","10,023,842.00","250,600.00",1/26/2017
35,54,Sewa Securities Pvt. Ltd.,"4,556,691.00","5,756,537.00","10,313,228.00",0,1/26/2017
36,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"3,065,179.00","7,210,265.00","10,275,444.00",0,1/26/2017
29,56,Sri Hari Securities Pvt.Ltd,"5,942,631.00","7,805,874.00","13,748,505.00","1,248,340.00",1/26/2017
33,57,Arya Tara Investment And Securities Pvt. Ltd.,"3,890,252.00","6,615,310.00","10,505,562.00",0,1/26/2017
3,58,Naasa Securities Co. Ltd.,"62,788,138.20","25,491,112.00","88,279,250.20","6,544,596.00",1/26/2017
1,59,Deevyaa Securities & Stock House Pvt. Ltd,"128,133,329.00","69,221,987.00","197,355,316.00","2,557,670.00",1/26/2017
8,6,Agrawal Securities Pvt. Limited,"16,396,992.00","8,608,980.00","25,005,972.00","1,845,110.00",1/26/2017
27,7,J.F. Securities Company Pvt. Limited,"5,866,996.00","8,570,830.00","14,437,826.00","27,600.00",1/26/2017
28,8,Ashutosh Brokerage & Securities Pvt. Limited,"4,416,297.00","9,987,890.00","14,404,187.00","506,600.00",1/26/2017
25,1,Kumari Securities Pvt. Limited,"11,659,246.60","8,021,121.00","19,680,367.60","120,400.00",1/29/2017
27,10,Pragyan Securities Pvt. Limited,"12,449,753.00","6,469,866.00","18,919,619.00","7,905,504.00",1/29/2017
32,11,Malla & Malla Stock Broking Company Pvt. Limited,"12,511,069.00","5,102,422.00","17,613,491.00","445,960.00",1/29/2017
28,13,Thrive Brokerage House Pvt. Limited,"11,048,070.54","7,865,797.00","18,913,867.54","1,408,786.00",1/29/2017
12,14,Nepal Stock House Pvt. Limited,"17,263,303.65","9,113,350.00","26,376,653.65","5,976,522.00",1/29/2017
13,16,Primo Securities Pvt. Limited,"8,644,205.00","17,577,322.40","26,221,527.40","98,960.00",1/29/2017
1,17,ABC Securities Pvt. Limited,"16,211,538.07","43,463,092.86","59,674,630.93","1,972,292.00",1/29/2017
49,18,Sagarmatha Securities Pvt. Limited,"2,097,365.00","2,498,630.00","4,595,995.00","291,800.00",1/29/2017
21,19,Nepal Investment & Securities Trading Pvt. Limited,"10,924,175.00","9,446,468.00","20,370,643.00","319,600.00",1/29/2017
47,20,Sipla Securities Pvt. Limited,"3,661,983.00","3,332,798.00","6,994,781.00","368,000.00",1/29/2017
19,21,Midas Stock Broking Company Pvt. Limited,"8,360,934.00","15,710,530.00","24,071,464.00","872,460.00",1/29/2017
37,22,Siprabi Securities Pvt. Limited,"10,296,564.00","5,714,037.00","16,010,601.00","1,673,818.00",1/29/2017
11,25,Sweta Securities Pvt. Limited,"16,662,147.00","9,912,774.00","26,574,921.00","1,106,412.00",1/29/2017
29,26,Asian Securities Pvt. Limited,"5,595,832.00","13,293,926.00","18,889,758.00","751,702.00",1/29/2017
